Title,Original_Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,imdbID,TMDb_ID,MovieLens_ID
The Last of the Mohicans,The Last of the Mohicans,1992,1992-08-26,112 min,"Action, Adventure, Drama, History, Romance, War",Michael Mann,"Michael Mann, Christopher Crowe, James Fenimore Cooper, Timothy Braniff, Jeff Balsmeyer, Philip Dunne, John L. Balderston, Daniel Moore, Paul Perez","Daniel Day-Lewis, Madeleine Stowe, Jodhi May, Russell Means, Wes Studi","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",tt0104691,9361,241
Kolya,Kolja,1996,1996-05-15,105 min,"Music, Drama, Comedy",Jan Svěrák,"Zdeněk Svěrák, Pavel Taussig","Andrei Khalimon, Zdeněk Svěrák, Libuše Šafránková, Stella Zázvorková, Ondřej Vetchý","After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.",tt0116790,784,242
Smilla's Sense of Snow,Smilla's Sense of Snow,1997,1997-02-28,121 min,"Drama, Thriller",Bille August,"Peter Høeg, Ann Biderman","Julia Ormond, Gabriel Byrne, Richard Harris, Jim Broadbent, Tom Wilkinson","Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",tt0120152,9311,244
The Devil's Own,The Devil's Own,1997,1997-03-13,107 min,"Crime, Thriller, Drama",Alan J. Pakula,"Kevin Jarre, David Aaron Cohen, Vincent Patrick, Kevin Jarre","Harrison Ford, Brad Pitt, Rubén Blades, Treat Williams, Natascha McElhone","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",tt0118972,4477,245
Chasing Amy,Chasing Amy,1997,1997-04-04,114 min,"Comedy, Drama, Romance",Kevin Smith,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",tt0118842,2255,246
Turbo: A Power Rangers Movie,Turbo: A Power Rangers Movie,1997,1997-03-27,99 min,"Action, Adventure, Family, Fantasy, Science Fiction","Shuki Levy, David Winning","Shuki Levy, Shell Danielson","Blake Foster, Steve Cardenas, Catherine Sutherland, Nakia Burrise, Johnny Yong Bosch","The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",tt0120389,6499,247
Grosse Pointe Blank,Grosse Pointe Blank,1997,1997-04-11,107 min,"Action, Comedy, Thriller, Romance",George Armitage,"Tom Jankiewicz, Tom Jankiewicz, D.V. DeVincentis, Steve Pink, John Cusack","John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack, Alan Arkin","Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.",tt0119229,9434,248
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,1997,1997-05-02,94 min,"Science Fiction, Comedy, Crime",Jay Roach,Mike Myers,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner","As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",tt0118655,816,249
The Fifth Element,The Fifth Element,1997,1997-05-02,126 min,"Science Fiction, Action, Adventure",Luc Besson,"Robert Mark Kamen, Luc Besson, Luc Besson","Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm, Chris Tucker","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",tt0119116,18,250
Shall We Dance?,Shall we ダンス?,1996,1996-01-27,136 min,"Music, Comedy, Drama, Romance",Masayuki Suō,Masayuki Suō,"Koji Yakusho, Tamiyo Kusakari, Naoto Takenaka, Eri Watanabe, Akira Emoto","A bored Japanese accountant sees a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves ballroom dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",tt0117615,11239,251
The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997,1997-05-23,129 min,"Adventure, Action, Science Fiction",Steven Spielberg,"David Koepp, Michael Crichton","Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough","Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",tt0119567,330,252
The Pillow Book,The Pillow Book,1995,1995-09-01,126 min,"Drama, Romance",Peter Greenaway,"Sei Shonagon, Peter Greenaway","Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida, Ewan McGregor",A woman with a body writing fetish seeks to find a combined lover and calligrapher.,tt0114134,26422,253
Batman & Robin,Batman & Robin,1997,1997-06-20,125 min,"Action, Science Fiction, Adventure",Joel Schumacher,"Akiva Goldsman, Bob Kane","Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman, Alicia Silverstone",Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,tt0118688,415,254
My Best Friend's Wedding,My Best Friend's Wedding,1997,1997-06-19,105 min,"Comedy, Romance",P.J. Hogan,Ronald Bass,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett, Philip Bosco","When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",tt0119738,8874,255
When the Cat's Away,Chacun cherche son chat,1996,1996-04-03,91 min,Comedy,Cédric Klapisch,Cédric Klapisch,"Garance Clavel, Zinedine Soualem, Renée Le Calm, Olivier Py, Simon Abkarian","When Chloe, a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée, who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.",tt0115856,11956,256
Men in Black,Men in Black,1997,1997-07-02,98 min,"Action, Adventure, Comedy, Science Fiction",Barry Sonnenfeld,"Ed Solomon, Lowell Cunningham","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",tt0119654,607,257
George of the Jungle,George of the Jungle,1997,1997-07-15,92 min,"Adventure, Comedy, Family, Romance",Sam Weisman,"Audrey Wells, Dana Olsen, Dana Olsen, Jay Ward","Brendan Fraser, Leslie Mann, Thomas Haden Church, John Cleese, Richard Roundtree","Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action.",tt0119190,10603,259
Event Horizon,Event Horizon,1997,1997-08-15,95 min,"Horror, Science Fiction, Mystery",Paul W. S. Anderson,"Philip Eisner, Andrew Kevin Walker","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones","In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously seven years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors.",tt0119081,8413,260
Air Bud,Air Bud,1997,1997-08-01,98 min,"Comedy, Family",Charles Martin Smith,"Aaron Mendelsohn, Paul Tamasy, Kevin DiCicco","Kevin Zegers, Wendy Makkena, Michael Jeter, Bill Cobbs, Eric Christmas",A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,tt0118570,20737,261
In the Company of Men,In the Company of Men,1997,1997-03-28,97 min,"Comedy, Drama",Neil LaBute,"Neil LaBute, Neil LaBute","Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin, Mark Rector","Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",tt0119361,14585,262
Steel,Steel,1997,1997-08-15,97 min,"Science Fiction, Action, Adventure, Drama",Kenneth Johnson,Kenneth Johnson,"Shaquille O'Neal, Annabeth Gish, Richard Roundtree, Judd Nelson, Irma P. Hall","When a renegade military reject puts new superweapons in dangerous hands, John Henry Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war... if he can fix the untimely glitches in his untested gear.",tt0120207,8854,263
Mimic,Mimic,1997,1997-08-22,105 min,"Horror, Science Fiction",Guillermo del Toro,"Matthew Robbins, Guillermo del Toro, Donald A. Wollheim, Matthew Robbins, Guillermo del Toro","Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini, Charles S. Dutton","A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",tt0119675,4961,264
The Hunt for Red October,The Hunt for Red October,1990,1990-03-02,135 min,"Action, Adventure, Thriller",John McTiernan,"Larry Ferguson, Donald E. Stewart, Tom Clancy","Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill, James Earl Jones","A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",tt0099810,1669,265
Kull the Conqueror,Kull the Conqueror,1997,1997-08-29,95 min,"Adventure, Fantasy, Action",John Nicolella,"Robert E. Howard, Charles Edward Pogue","Kevin Sorbo, Tia Carrere, Karina Lombard, Thomas Ian Griffith, Litefoot","A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way.",tt0119484,17832,266
Chasing Amy,Chasing Amy,1997,1997-04-04,114 min,"Comedy, Drama, Romance",Kevin Smith,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",tt0118842,2255,268
The Full Monty,The Full Monty,1997,1997-08-13,91 min,Comedy,Peter Cattaneo,Simon Beaufoy,"Robert Carlyle, Mark Addy, Wim Snape, Steve Huison, Tom Wilkinson","Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",tt0119164,9427,269
